Time,SP,PV,OP,Error
114,-0.71303,-1.0242,-0.59479,1.1393
115,-1.4169,-1.0452,-1.4732,-1.4942
116,-1.4169,-1.3353,-1.2158,-0.39306
117,-1.4169,-1.5363,-1.1318,0.36978
118,-1.8557,-2.1217,-1.2622,0.90046
119,-1.6801,-2.1095,-1.0898,1.5306
120,-1.5924,-1.5363,-1.6036,-0.30683
121,-1.4169,-1.4489,-1.4124,0.038111
122,-0.88855,-0.94036,-1.1738,0.14425
123,-0.88855,-0.81454,-1.1738,-0.33336
124,-0.62526,-0.98405,-0.51082,1.325
125,-0.40499,-0.73415,-0.46772,1.2255
126,-1.1518,-0.8425,-1.1738,-1.2421
127,-1.1966,-0.99279,-1.3041,-0.84414
128,-1.3721,-0.87221,-1.861,-1.9785
129,-1.1088,-1.5503,-0.61799,1.6102
130,-1.4599,-1.0382,-1.7108,-1.6866
131,-1.3721,-1.2584,-1.4964,-0.51247
132,-1.1966,-1.2532,-1.3041,0.14425
133,-2.1207,-2.1252,-1.4544,-0.10783
134,-1.4169,-1.6971,-1.239,0.98006
135,-2.1637,-1.7635,-2.1605,-1.6468
136,-1.8127,-1.6831,-1.861,-0.5987
137,-1.4169,-1.6586,-1.2158,0.83413
138,-1.1518,-1.2549,-1.239,0.32335
139,-1.3721,-1.4559,-1.197,0.23712
140,-0.71303,-0.86696,-0.95941,0.54226
141,-0.71303,-0.87745,-0.89422,0.58206
142,-0.36025,-0.78832,-0.33734,1.6036
143,-0.18472,-0.12249,-0.74395,-0.24713
144,-0.84381,-0.65376,-0.95941,-0.77117
145,-1.1088,-1.1169,-0.85224,-0.034857
146,-0.9333,-0.81279,-1.1086,-0.51247
147,-0.62526,-0.42133,-1.155,-0.81097
148,-1.9434,-1.9767,-1.1318,0.011577
149,-0.88855,-1.0889,-0.95941,0.70809
150,-1.3291,-1.1938,-1.3041,-0.59207
151,-1.5924,-1.2584,-1.5384,-1.3616
152,-2.6043,-2.5237,-1.6456,-0.4594
153,-1.8127,-1.8194,-1.6456,-0.081292
154,-1.9882,-2.0676,-1.4964,0.18405
155,-0.9333,-0.93687,-1.3041,-0.041491
156,-0.97632,-0.98231,-1.155,-0.034857
157,-1.2396,-1.4507,-0.85224,0.72799
158,-1.1518,-0.88269,-1.4124,-1.0896
159,-0.5375,-0.23783,-1.2158,-1.1692
160,-0.096957,-0.63104,-0.015813,2.0215
161,-1.1518,-1.1274,-0.74395,-0.16089
162,-1.0641,-0.92464,-0.93953,-0.59207
163,-0.97632,-1.0732,-0.80914,0.31008
164,-1.3291,-1.3248,-1.0666,-0.094559
165,-1.0641,-1.2899,-0.85224,0.79433
166,-0.62526,-0.44055,-1.155,-0.73801
167,-1.6801,-1.7041,-1.0666,-0.0083233
168,-1.8127,-1.407,-1.7539,-1.6468
169,-2.1637,-1.8369,-1.9262,-1.3682
170,-2.0312,-2.2336,-1.3041,0.64839
171,-1.4169,-1.0557,-1.7958,-1.4544
172,-1.8127,-1.961,-1.2809,0.45602
173,-1.6354,-1.7862,-1.1738,0.47592
174,-0.62526,-0.6957,-1.0246,0.23048
175,-1.5924,-1.3178,-1.5196,-1.136
176,-0.80079,-0.85298,-1.0478,0.15088
177,-0.27248,-0.13647,-0.95941,-0.53237
178,-0.052215,0.017323,-0.68318,-0.26703
179,-0.58052,-0.35492,-0.89422,-0.89058
180,-0.9333,-0.64502,-1.1318,-1.1493
181,-0.97632,-1.0522,-0.76716,0.23048
182,-1.2844,-1.4664,-0.76716,0.61522
183,-0.66828,-0.9526,-0.61799,1.0398
184,-1.2396,-1.3126,-0.87434,0.20395
185,-1.0211,-1.3196,-0.63678,1.0729
186,-1.5476,-1.0365,-1.7759,-2.0315
187,-1.5046,-1.6586,-1.0898,0.49582
188,-1.6801,-1.9225,-1.0478,0.82086
189,-1.3721,-1.5695,-1.1086,0.66829
190,-1.4599,-1.2217,-1.7108,-0.99008
191,-1.4169,-1.1518,-1.734,-1.0896
192,-0.84381,-1.2375,-0.83235,1.4444
193,-1.3291,-1.1745,-1.3693,-0.66504
194,-1.0211,-1.3825,-0.65998,1.3117
195,-1.0641,-0.94211,-1.1738,-0.52573
196,-0.36025,-0.56113,-0.65998,0.74126
197,-0.71303,-0.49123,-1.0666,-0.88394
198,-1.5924,-1.3685,-1.3041,-0.94364
199,-1.0211,-0.8757,-1.1738,-0.61197
200,-0.18472,-0.48599,-0.44563,1.1326
201,-0.096957,0.16936,-0.89422,-1.0166
202,-1.5046,-1.4349,-0.91743,-0.35326
203,-1.4169,-0.97706,-1.6036,-1.7529
204,-1.9004,-1.601,-1.7539,-1.2488
205,-1.7679,-1.4384,-1.819,-1.3549
206,-1.7249,-1.8648,-1.3041,0.42949
207,-1.5046,-1.566,-1.4544,0.14425
208,-1.8127,-1.8247,-1.5384,-0.061391
209,-1.4169,-1.4227,-1.4964,-0.061391
210,-1.0641,-1.1361,-1.1086,0.21058
211,-0.58052,-0.86871,-0.70197,1.0597
212,-0.44801,-0.41958,-0.78705,-0.13436
213,-0.80079,-0.9124,-0.5296,0.37642
214,-1.3721,-1.2182,-1.155,-0.66504
215,-1.1518,-1.5852,-0.51082,1.5771
216,-1.3291,-1.5765,-0.74395,0.86066
217,-1.0641,-1.4052,-0.63678,1.2321
218,-1.4169,-1.1431,-1.4544,-1.1227
219,-1.1966,-0.95609,-1.4544,-0.98344
220,-1.7249,-1.5625,-1.4544,-0.71811
221,-1.8557,-1.4594,-1.9682,-1.6136
222,-1.9004,-1.9977,-1.4732,0.25702
223,-2.1637,-1.7722,-2.1826,-1.6136
224,-2.0759,-1.8491,-2.0566,-0.98344
225,-1.6801,-1.6412,-1.6887,-0.24713
226,-0.75605,-1.4699,-0.5528,2.665
227,-0.22946,-0.93163,-0.0578,2.6517
228,-0.66828,-1.0085,-0.27215,1.252
229,-0.62526,-0.94735,-0.23017,1.1857
230,-1.1518,-0.57511,-1.5616,-2.2571
231,-1.1088,-1.0242,-1.2158,-0.38643
232,-0.97632,-0.87046,-1.1086,-0.4594
233,-1.0641,-1.2549,-0.76716,0.66166
234,-1.7249,-1.559,-1.2809,-0.73137
235,-1.2396,-1.1885,-1.2158,-0.26703
236,-1.1518,-1.1588,-1.1738,-0.041491
237,-1.2396,-1.3441,-1.0666,0.32335
238,-1.1518,-1.1903,-1.0478,0.077912
239,-1.3291,-1.3021,-1.2158,-0.18079
240,-1.8557,-1.6149,-1.6688,-1.0232
241,-1.5476,-1.4716,-1.5804,-0.3798
242,-2.2085,-1.7687,-2.2058,-1.7994
243,-2.0312,-1.9085,-1.9262,-0.58544
244,-1.2844,-1.3843,-1.4732,0.30345
245,-0.71303,-0.7656,-1.197,0.15751
246,-0.5375,-1.0627,-0.37933,1.9618
247,-0.71303,-0.63453,-1.0014,-0.34
248,-0.9333,-0.77259,-1.0666,-0.66504
249,-1.5476,-1.552,-1.1086,-0.074658
250,-1.6354,-1.6639,-1.2809,0.011577
251,-1.0211,-0.8023,-1.4544,-0.89058
252,-0.97632,-1.1641,-0.93953,0.65502
253,-0.71303,-0.67123,-1.0246,-0.20069
254,-0.75605,-0.79881,-0.93953,0.11771
255,-1.0211,-0.98405,-1.0478,-0.20069
256,-1.5924,-1.559,-1.2622,-0.22059
257,-1.9004,-1.7775,-1.5804,-0.5788
258,-2.6043,-2.702,-1.6688,0.21721
259,-2.2515,-2.2755,-1.9682,-0.041491
260,-1.6801,-1.8194,-1.5616,0.42949
261,-2.2085,-2.3175,-1.6036,0.28355
262,-1.9004,-2.099,-1.4312,0.64176
263,-1.4169,-1.5835,-1.4732,0.54889
264,-1.1518,-1.3091,-1.3041,0.52899
265,-1.2844,-1.6464,-0.78705,1.2985
266,-1.0641,-1.4297,-0.70197,1.325
267,-0.71303,-1.1169,-0.48761,1.4908
268,-0.44801,-0.99804,-0.25337,2.0613
269,-1.0211,-1.0837,-0.83235,0.17741
270,-1.6801,-1.4961,-1.4312,-0.79771
271,-1.6801,-1.4821,-1.4964,-0.85077
272,-1.9882,-1.8072,-1.7759,-0.80434
273,-1.2396,-1.76,-0.80914,1.9021
274,-1.6801,-1.8247,-1.2622,0.44939
275,-1.7679,-1.6551,-1.6887,-0.53237
276,-1.9882,-1.8596,-1.819,-0.60534
277,-1.9434,-2.1724,-1.4312,0.75453
278,-2.3392,-2.3402,-1.8842,-0.13436
279,-2.2962,-2.5412,-1.5804,0.79433
280,-2.1207,-2.5919,-1.324,1.6633
281,-1.5476,-1.9575,-1.2158,1.4643
282,-1.0641,-1.206,-1.197,0.47592
283,-0.5375,-0.60657,-0.95941,0.23048
284,-0.58052,-0.63628,-0.78705,0.17741
285,-1.5476,-1.6726,-0.78705,0.38305
286,-1.4169,-1.0959,-1.4732,-1.3019
287,-1.4599,-1.2444,-1.4544,-0.90384
288,-1.0641,-0.839,-1.4124,-0.91711
289,-1.9434,-2.0047,-1.3041,0.11771
290,-0.97632,-0.85473,-1.3892,-0.5191
291,-1.3291,-1.2165,-1.324,-0.50583
292,-1.5476,-1.7268,-1.0014,0.58869
293,-2.0312,-1.9243,-1.4124,-0.52573
294,-2.1207,-1.7163,-2.0754,-1.6601
295,-1.5046,-1.6254,-1.4544,0.36978
296,-2.1207,-2.1619,-1.5384,0.031478
297,-1.9434,-1.8334,-1.7759,-0.53237
298,-1.2844,-1.2287,-1.5616,-0.28693
299,-1.1088,-1.6412,-0.65998,1.9552
300,-1.1518,-1.2934,-1.0666,0.46929
301,-1.2844,-1.2462,-1.239,-0.22059
302,-1.0641,-1.213,-0.89422,0.50245
303,-1.1518,-0.90017,-1.4732,-1.0232
304,-1.2396,-1.3266,-1.0014,0.25702
305,-1.1088,-0.9893,-1.239,-0.5191
306,-1.1518,-1.2497,-1.0666,0.30345
307,-1.2396,-1.3755,-0.87434,0.44275
308,-1.7679,-2.0256,-0.95941,0.87393
309,-1.9004,-1.6114,-1.819,-1.209
310,-1.9004,-1.8439,-1.6456,-0.32673
311,-2.0312,-1.6831,-2.1174,-1.4412
312,-1.9882,-1.8281,-2.0102,-0.72474
313,-1.8557,-2.0274,-1.4964,0.54226
314,-0.66828,-0.85298,-1.1318,0.66166
315,-0.71303,-1.0942,-0.57601,1.4046
316,-1.1088,-1.1728,-0.93953,0.17741
317,-0.66828,-0.46676,-1.197,-0.80434
318,-1.1088,-1.0522,-1.0478,-0.2803
319,-1.2396,-0.90192,-1.5196,-1.3549
320,-1.3721,-1.2637,-1.4124,-0.49257
321,-1.1088,-0.68521,-1.6887,-1.6733
322,-1.5046,-1.4175,-1.3892,-0.4196
323,-1.2844,-1.4734,-1.0246,0.64176
324,-1.4599,-1.0487,-1.819,-1.6468
325,-2.0759,-1.6674,-2.0566,-1.6733
326,-2.4717,-2.1864,-2.2676,-1.2289
327,-2.1637,-2.4223,-1.7108,0.85403
328,-2.692,-2.8243,-1.9914,0.34325
329,-2.427,-2.5552,-2.0102,0.34325
330,-1.7679,-2.0483,-1.734,0.96016
331,-1.1518,-1.3336,-1.4544,0.62186
332,-1.0211,-1.4542,-0.76716,1.5837
333,-1.1518,-0.98056,-1.4124,-0.71811
334,-0.75605,-0.88794,-0.93953,0.45602
335,-1.2396,-1.2689,-1.1086,0.038111
336,-1.5046,-1.2724,-1.6456,-0.97018
337,-1.0211,-1.0277,-1.3461,-0.034857
338,-1.0211,-0.81279,-1.5616,-0.85077
339,-0.97632,-0.66949,-1.6456,-1.2222
340,-1.9882,-1.5048,-2.0566,-1.9519
341,-2.1637,-1.6604,-2.3328,-2.0382
342,-1.8127,-2.0361,-1.4544,0.74126
343,-1.8127,-2.1497,-1.4544,1.1724
344,-1.1966,-1.1658,-1.7958,-0.18743
345,-1.5924,-1.2951,-2.0754,-1.2222
346,-2.1207,-2.0099,-1.9914,-0.54563
347,-2.5165,-2.4398,-2.1605,-0.4395
348,-2.427,-2.4713,-2.0334,0.024844
349,-1.6801,-2.0606,-1.6036,1.3449
350,-1.5476,-1.9487,-1.3693,1.4311
351,-1.9004,-2.2948,-1.4312,1.3847
352,-0.80079,-0.90192,-1.4964,0.33662
353,-1.3291,-0.9526,-2.0566,-1.5075
354,-1.3721,-1.6342,-1.2622,0.91373
355,-0.9333,-1.1099,-1.324,0.61522
356,-1.8127,-1.746,-1.6688,-0.3599
357,-1.4169,-1.4105,-1.6688,-0.10783
358,-1.8127,-2.0518,-1.4312,0.80096
359,-1.6801,-2.0938,-1.3041,1.4709
360,-2.6043,-2.3,-2.3129,-1.3085
361,-2.0312,-2.4643,-1.6688,1.524
362,-2.384,-2.7684,-1.7958,1.3184
363,-2.5595,-2.7684,-2.1174,0.64176
364,-2.8675,-2.8138,-2.5892,-0.37316
365,-2.2515,-2.3979,-2.356,0.42285
366,-1.8557,-1.912,-2.1826,0.10445
367,-1.7249,-1.8089,-2.0334,0.21721
368,-0.84381,-1.0085,-1.4964,0.57542
369,-1.3291,-1.4384,-1.4312,0.33662
370,-1.4169,-1.1326,-1.9682,-1.1625
371,-1.8127,-1.8718,-1.734,0.11771
372,-2.2085,-1.739,-2.5284,-1.9121
373,-2.0312,-1.8771,-2.2257,-0.70484
374,-2.0312,-2.2843,-1.734,0.84076
375,-1.7679,-2.0885,-1.7108,1.1127
376,-2.1207,-2.3821,-1.819,0.8673
377,-1.8127,-2.307,-1.5384,1.7694
378,-1.4599,-1.6184,-1.819,0.51572
379,-1.9882,-1.4646,-2.6356,-2.1045
380,-2.3392,-2.4276,-2.2257,0.19731
381,-2.5165,-2.5499,-2.482,-0.02159
382,-2.8228,-2.6513,-2.893,-0.81761
383,-3.0001,-2.7002,-3.2764,-1.3151
384,-2.0759,-2.1724,-2.5892,0.24375
385,-1.4169,-1.6831,-1.9262,0.927
386,-1.5046,-1.2707,-2.4632,-0.97681
387,-1.8127,-2.134,-1.7759,1.1127
388,-1.6354,-1.9732,-1.6456,1.1857
389,-1.9434,-2.3542,-1.6688,1.4444
390,-1.7249,-1.5957,-2.2908,-0.59207
391,-1.1966,-1.1029,-2.0986,-0.42623
392,-1.1518,-0.98755,-2.0102,-0.69157
393,-1.8127,-2.0256,-1.7108,0.70146
394,-2.2962,-1.8718,-2.6356,-1.7463
395,-2.5165,-2.7089,-2.1605,0.58206
396,-2.0759,-2.3629,-2.1406,0.9668
397,-2.8228,-2.3821,-3.1693,-1.8392
398,-2.735,-2.8208,-2.6356,0.16415
399,-3.0001,-3.1913,-2.6975,0.54889
400,-3.1308,-2.8208,-3.4488,-1.3616
401,-3.0878,-2.7002,-3.4908,-1.6534
402,-2.5165,-2.5237,-3.019,-0.12109
403,-2.1637,-2.099,-2.8046,-0.37316
404,-1.9882,-2.1707,-2.3129,0.57542
405,-1.2844,-1.3511,-2.0754,0.17741
406,-1.9434,-2.1008,-1.819,0.48255
407,-2.2085,-2.4241,-1.9262,0.68819
408,-1.8127,-1.6813,-2.2908,-0.60534
409,-1.1518,-1.3545,-1.6688,0.70146
410,-2.1207,-2.1951,-1.903,0.15751
411,-2.1207,-2.3157,-1.9494,0.61522
412,-2.0759,-1.8893,-2.356,-0.83087
413,-2.0759,-1.7914,-2.44,-1.2023
414,-2.1207,-2.293,-1.9494,0.52899
415,-2.2515,-2.2773,-2.1406,-0.034857
416,-2.3392,-2.4783,-2.2478,0.38969
417,-2.2962,-2.3402,-2.3748,0.031478
418,-2.8675,-2.7456,-2.7858,-0.63187
419,-2.2515,-2.2825,-2.482,-0.014957
420,-2.7798,-2.6233,-2.8046,-0.75791
421,-2.5595,-2.5499,-2.6776,-0.18743
422,-1.4599,-2.1654,-1.4732,2.592
423,-1.5046,-1.6254,-1.8411,0.36978
424,-1.5046,-1.2584,-2.2478,-1.0232
425,-0.9333,-1.3144,-1.1738,1.3913
426,-1.7249,-1.9417,-1.3693,0.72136
427,-1.7679,-2.092,-1.3461,1.126
428,-1.7249,-1.732,-1.861,-0.074658
429,-2.384,-2.1654,-2.1605,-0.97018
430,-1.6801,-2.0099,-1.4544,1.1525
431,-2.1637,-2.1986,-1.9914,0.0049436
432,-1.5046,-2.0676,-1.2158,2.0481
433,-1.3291,-1.8876,-1.0898,2.0414
434,-1.9004,-2.2109,-1.4312,1.0663
435,-2.384,-2.2511,-2.1174,-0.64514
436,-2.3392,-2.0588,-2.4212,-1.2023
437,-2.5165,-2.84,-1.8842,1.0796
438,-1.5046,-1.8963,-1.6268,1.398
439,-0.88855,-1.3056,-1.2809,1.5306
440,-0.66828,-0.68696,-1.4124,0.031478
441,-0.58052,-0.46502,-1.3693,-0.47267
442,-0.84381,-0.93512,-1.155,0.29682
443,-1.4599,-1.0435,-1.7958,-1.6667
444,-1.1518,-1.3493,-1.2622,0.68156
445,-1.7679,-1.4087,-1.9914,-1.4677
446,-0.5375,-0.48249,-1.4544,-0.2405
447,-0.88855,-1.0452,-1.0666,0.54226
448,-1.1518,-1.6062,-0.85224,1.6567
449,-1.7249,-1.8771,-1.3892,0.47592
450,-1.3721,-1.0138,-2.0566,-1.4412
451,-1.3721,-1.5747,-1.2809,0.68819
452,-1.8557,-1.538,-2.1406,-1.3151
453,-1.4599,-1.3843,-1.7958,-0.37316
454,-1.8557,-2.1724,-1.3892,1.0928
455,-2.2962,-2.0274,-2.2908,-1.1559
456,-1.7679,-1.8911,-1.8842,0.36315
457,-0.97632,-1.0522,-1.5384,0.23048
458,-0.84381,-0.84774,-1.4124,-0.034857
459,-0.80079,-0.77434,-1.3461,-0.14763
460,-1.0211,-1.1571,-1.1738,0.45602
461,-1.1088,-1.3668,-1.0246,0.91373
462,-1.3721,-0.86871,-1.9914,-1.9917
463,-0.84381,-0.95609,-1.1738,0.37642
464,-0.9333,-1.0872,-1.0666,0.52899
465,-0.88855,-0.92464,-1.2622,0.084545
466,-1.2844,-1.3144,-1.2809,0.038111
467,-1.2396,-1.3685,-1.2809,0.41622
468,-1.3721,-1.3213,-1.5616,-0.27366
469,-1.4169,-1.0435,-2.0102,-1.5009
470,-1.5476,-1.7845,-1.3892,0.80759
471,-1.8127,-1.6394,-2.0102,-0.76454
472,-2.2085,-2.1252,-2.0986,-0.44613
473,-1.8127,-2.2493,-1.4312,1.5505
474,-1.6354,-2.279,-1.1318,2.3466
475,-0.84381,-1.1029,-1.324,0.93363
476,-0.5375,-0.98755,-0.68318,1.6766
477,-0.75605,-0.9893,-0.80914,0.84076
478,-0.1417,-0.55764,-0.51082,1.5704
479,-0.40499,-0.6188,-0.68318,0.78769
480,-1.2844,-1.1833,-1.3041,-0.4594
481,-0.9333,-0.86172,-1.4124,-0.32673
482,-1.3291,-1.3353,-1.3693,-0.054758
483,-1.4599,-1.4664,-1.3892,-0.061391
484,-1.1088,-1.5101,-1.0246,1.4577
485,-1.1966,-1.3511,-1.2622,0.51572
486,-1.8557,-1.5503,-2.0334,-1.2687
487,-0.88855,-1.1046,-1.2622,0.76779
488,-1.2844,-1.5363,-1.1086,0.88056
489,-1.5046,-1.1011,-2.0334,-1.6203
490,-2.427,-1.9854,-2.44,-1.8193
491,-1.9004,-1.7635,-2.1174,-0.63187
492,-1.8557,-2.1375,-1.4964,0.96016
493,-2.0312,-2.3909,-1.5196,1.2454
494,-1.1088,-0.96833,-1.903,-0.5987
495,-1.0641,-0.79706,-1.7539,-1.0763
496,-0.71303,-0.64677,-1.3693,-0.29356
497,-0.80079,-0.48599,-1.5616,-1.2421
498,-0.66828,-0.93337,-0.74395,0.9668
499,-1.5046,-1.0435,-1.734,-1.8392
500,-1.5476,-1.58,-1.3693,0.031478
501,-1.8557,-1.7058,-1.7958,-0.6783
502,-1.3721,-1.5398,-1.5196,0.55552
503,-1.0211,-1.5101,-1.0478,1.796
504,-1.0211,-1.3493,-1.0478,1.1857
505,-1.4599,-1.6656,-1.2622,0.69483
506,-1.7679,-1.6953,-1.6036,-0.3798
507,-1.9004,-1.9767,-1.6456,0.17741
508,-2.0759,-2.0763,-1.9262,-0.12109
509,-1.9882,-1.9697,-2.0754,-0.18743
510,-2.3392,-2.459,-1.861,0.31672
511,-2.2962,-2.3961,-1.9262,0.24375
512,-1.4169,-1.8823,-1.2158,1.6832
513,-1.5476,-1.407,-1.8411,-0.62524
514,-1.1966,-1.1239,-1.5384,-0.34663
515,-1.1966,-1.5678,-0.93953,1.3383
516,-0.84381,-1.0942,-1.0898,0.90046
517,-0.62526,-1.2584,-0.37933,2.3665
518,-1.1518,-1.3458,-0.85224,0.66829
519,-1.2396,-1.0138,-1.4732,-0.93038
520,-1.1088,-0.88269,-1.6268,-0.92374
521,-1.3291,-1.0732,-1.734,-1.0498
522,-1.4599,-1.3668,-1.4732,-0.4395
523,-1.9004,-1.4472,-2.1174,-1.8325
524,-2.1207,-1.6307,-2.3748,-1.9851
525,-1.6354,-1.5346,-1.9914,-0.4793
526,-1.9434,-2.0082,-1.7108,0.13098
527,-2.4717,-2.5254,-1.9262,0.058011
528,-2.1637,-1.9208,-2.3328,-1.0498
529,-1.5924,-1.6359,-1.861,0.071278
530,-0.62526,-0.87221,-1.1738,0.90046
531,-1.2396,-1.2637,-1.2809,0.018211
532,-0.84381,-1.0242,-1.0014,0.63512
533,-1.4599,-1.414,-1.3693,-0.2604
534,-1.0211,-0.99279,-1.324,-0.16753
535,-1.6354,-1.5765,-1.5196,-0.3201
536,-0.80079,-1.0784,-0.85224,1.0066
537,-1.4169,-1.3336,-1.324,-0.3997
538,-1.7679,-1.7932,-1.3461,-0.0083233
539,-1.6801,-1.8089,-1.3892,0.38969
540,-1.0211,-1.3528,-0.95941,1.199
541,-1.3721,-1.6464,-1.0666,0.96016
542,-1.7679,-1.6429,-1.7539,-0.5788
543,-1.3291,-1.1641,-1.903,-0.70484
544,-1.5924,-1.4489,-1.9494,-0.6385
545,-2.3392,-2.4188,-1.7539,0.16415
546,-2.2085,-2.3402,-1.861,0.36978
547,-1.7679,-1.7373,-2.0566,-0.22059
548,-0.75605,-1.0889,-1.197,1.2189
549,-0.88855,-0.66075,-1.6456,-0.91711
550,-0.97632,-1.0173,-1.155,0.097812
551,-1.1088,-1.2742,-1.2622,0.56216
552,-1.2844,-1.3353,-1.4732,0.11771
