Time,PV,SP,OP,Error
363,0.32501,-0.06839,-0.98601,-0.48165
364,0.71506,-0.06839,-0.63756,-0.9893
365,0.91022,-0.06839,-0.31087,-1.2433
366,1.1051,-0.06839,0.10293,-1.497
367,0.71506,-0.06839,0.40784,-0.9893
368,-0.064751,-0.06839,0.45139,0.025636
369,-0.4548,-0.06839,0.34249,0.53329
370,-0.64996,-0.06839,0.10293,0.7873
371,-0.64996,-0.031305,-0.11486,0.81909
372,-0.25991,-0.031305,-0.24554,0.31144
373,-0.064751,-0.031305,-0.2891,0.057433
374,-0.25991,-0.031305,-0.39798,0.31144
375,-0.25991,-0.031305,-0.46333,0.31144
376,-0.064751,-0.031305,-0.48511,0.057433
377,0.13013,-0.031305,-0.46333,-0.19621
378,0.52018,-0.031305,-0.26732,-0.70386
379,0.32501,-0.031305,-0.13664,-0.44985
380,0.52018,-0.031305,0.059372,-0.70386
381,0.52018,-0.031305,0.29894,-0.70386
382,0.71506,-0.031305,0.56028,-0.9575
383,0.52018,-0.031305,0.77808,-0.70386
384,0.52018,0.0053533,0.90874,-0.67243
385,0.52018,0.0053533,1.0394,-0.67243
386,-0.064751,0.0053533,0.97409,0.088864
387,-0.64996,0.0053533,0.69096,0.85052
388,-1.04,0.0053533,0.25538,1.3582
389,-0.84484,0.0053533,-0.15842,1.1042
390,-0.84484,0.0053533,-0.61579,1.1042
391,-0.4548,0.0053533,-0.92068,0.59652
392,-0.064751,0.0053533,-1.0078,0.088864
393,0.13013,0.0053533,-0.96424,-0.16478
394,0.52018,0.0053533,-0.85535,-0.67243
395,0.52018,0.042438,-0.70289,-0.64063
396,0.52018,0.042438,-0.55044,-0.64063
397,0.71506,0.042438,-0.3762,-0.89428
398,0.71506,0.042438,-0.15842,-0.89428
399,0.52018,0.042438,-0.027755,-0.64063
400,0.32501,0.042438,0.059372,-0.38662
401,0.13013,0.042438,0.1247,-0.13298
402,0.13013,0.042438,0.19005,-0.13298
403,-0.064751,0.042438,0.16826,0.12066
404,-0.25991,0.042438,-0.027755,0.37467
405,0.13013,0.042438,-0.093085,-0.13298
406,0.13013,0.042438,-0.071309,-0.13298
407,0.32501,0.079523,0.015818,-0.35483
408,0.32501,0.079523,0.10293,-0.35483
409,0.13013,0.079523,0.081148,-0.10119
410,-0.064751,0.079523,0.015818,0.15246
411,-0.4548,0.079523,-0.18019,0.66011
412,-0.064751,0.079523,-0.33265,0.15246
413,-0.4548,0.079523,-0.48511,0.66011
414,0.32501,0.079523,-0.44155,-0.35483
415,0.32501,0.079523,-0.35443,-0.35483
416,0.52018,0.079523,-0.18019,-0.60884
417,0.13013,0.079523,-0.20197,-0.10119
418,-0.25991,0.079523,-0.31087,0.40647
419,-0.4548,0.079523,-0.55044,0.66011
420,-0.64996,0.079523,-0.83357,0.91412
421,-0.84484,0.079523,-1.0731,1.1678
422,-0.064751,0.11661,-1.182,0.18425
423,0.13013,0.11661,-1.2038,-0.069388
424,0.32501,0.11661,-1.0949,-0.32303
425,0.52018,0.11661,-0.89891,-0.57704
426,0.52018,0.11661,-0.74645,-0.57704
427,0.71506,0.11661,-0.52866,-0.83068
428,0.71506,0.11661,-0.24554,-0.83068
429,0.91022,0.11661,0.059372,-1.0847
430,1.1051,0.11661,0.38606,-1.3383
431,1.3003,0.11661,0.77808,-1.5923
432,0.91022,0.11661,1.1701,-1.0847
433,0.52018,0.11661,1.3661,-0.57704
434,-0.25991,0.11661,1.279,0.43826
435,-0.64996,0.11661,1.0394,0.94591
436,-1.43,0.11661,0.42962,1.9612
437,-1.6249,0.15369,-0.24554,2.2467
438,-1.2349,0.15369,-0.76822,1.739
439,-0.4548,0.15369,-1.0731,0.7237
440,-0.25991,0.15369,-1.182,0.47006
441,-0.064751,0.15369,-1.2256,0.21605
442,0.52018,0.15369,-1.2256,-0.54524
443,0.91022,0.15369,-0.94246,-1.0529
444,0.91022,0.15369,-0.68112,-1.0529
445,0.91022,0.15369,-0.35443,-1.0529
446,0.91022,0.15369,-0.071309,-1.0529
447,0.32501,0.15369,-0.0059587,-0.29123
448,0.13013,0.15369,0.037595,-0.037592
449,-0.25991,0.15369,-0.15842,0.47006
450,-0.25991,0.15369,-0.41978,0.47006
451,-0.25991,0.15369,-0.59399,0.47006
452,0.32501,0.19035,-0.52866,-0.2598
453,0.71506,0.19035,-0.33265,-0.76746
454,0.91022,0.19035,-0.071309,-1.0215
455,0.52018,0.19035,0.037595,-0.51381
456,0.32501,0.19035,0.1247,-0.2598
457,-0.25991,0.19035,0.059372,0.50149
458,-0.25991,0.19035,-0.13664,0.50149
459,-0.25991,0.19035,-0.2891,0.50149
460,-0.4548,0.19035,-0.44155,0.75513
461,-0.064751,0.19035,-0.57221,0.24748
462,0.13013,0.19035,-0.61579,-0.0061603
463,0.32501,0.19035,-0.61579,-0.2598
464,0.32501,0.19035,-0.55044,-0.2598
465,0.32501,0.19035,-0.46333,-0.2598
466,0.32501,0.19035,-0.35443,-0.2598
467,0.52018,0.19035,-0.24554,-0.51381
468,0.32501,0.19035,-0.18019,-0.2598
469,0.13013,0.19035,-0.18019,-0.0061603
470,-0.064751,0.22744,-0.24554,0.27928
471,-0.64996,0.22744,-0.59399,1.0409
472,-0.4548,0.22744,-0.79,0.78693
473,-0.064751,0.22744,-0.87713,0.27928
474,0.13013,0.22744,-0.89891,0.025636
475,0.52018,0.22744,-0.74645,-0.48202
476,0.52018,0.22744,-0.50688,-0.48202
477,0.52018,0.22744,-0.33265,-0.48202
478,0.32501,0.22744,-0.22377,-0.22801
479,0.32501,0.22744,-0.13664,-0.22801
480,0.13013,0.22744,-0.13664,0.025636
481,0.13013,0.22744,-0.13664,0.025636
482,0.13013,0.22744,-0.093085,0.025636
483,-0.25991,0.22744,-0.18019,0.53329
484,-0.25991,0.22744,-0.24554,0.53329
485,0.13013,0.22744,-0.24554,0.025636
486,-0.064751,0.22744,-0.2891,0.27928
487,0.13013,0.22744,-0.2891,0.025636
488,-0.064751,0.22744,-0.31087,0.27928
489,0.13013,0.22744,-0.22377,0.025636
490,0.52018,0.22744,-0.093085,-0.48202
491,0.13013,0.26452,-0.027755,0.057433
492,0.13013,0.26452,-0.027755,0.057433
493,-0.064751,0.26452,-0.071309,0.31108
494,-0.064751,0.26452,-0.20197,0.31108
495,-0.064751,0.26452,-0.31087,0.31108
496,-0.25991,0.26452,-0.44155,0.56508
497,-0.25991,0.26452,-0.59399,0.56508
498,-0.25991,0.26452,-0.8118,0.56508
499,-0.064751,0.26452,-0.94246,0.31108
500,-0.25991,0.26452,-1.0514,0.56508
501,0.13013,0.26452,-1.0731,0.057433
502,0.91022,0.26452,-0.83357,-0.95787
503,0.52018,0.26452,-0.68112,-0.45022
504,0.71506,0.26452,-0.46333,-0.70386
505,0.91022,0.26452,-0.15842,-0.95787
506,1.3003,0.26452,0.32071,-1.4655
507,1.1051,0.26452,0.75629,-1.2115
508,0.71506,0.26452,1.0612,-0.70386
509,-0.064751,0.26452,1.0394,0.31108
510,-0.84484,0.26452,0.71273,1.3264
511,-1.2349,0.26452,0.21183,1.834
512,-0.84484,0.3016,-0.26732,1.3582
513,-0.25991,0.3016,-0.55044,0.59688
514,-0.064751,0.3016,-0.68112,0.34287
515,0.52018,0.3016,-0.61579,-0.41842
516,0.32501,0.3016,-0.61579,-0.16441
517,0.13013,0.3016,-0.72467,0.08923
518,0.13013,0.3016,-0.8118,0.08923
519,-0.064751,0.3016,-0.94246,0.34287
520,0.32501,0.3016,-0.96424,-0.16441
521,1.1051,0.3016,-0.72467,-1.1797
522,0.52018,0.3016,-0.59399,-0.41842
523,0.32501,0.3016,-0.52866,-0.16441
524,0.52018,0.3016,-0.41978,-0.41842
525,0.52018,0.3016,-0.33265,-0.41842
526,0.71506,0.3016,-0.20197,-0.67206
527,0.91022,0.3016,-0.0059587,-0.92607
528,0.52018,0.3016,0.059372,-0.41842
529,0.52018,0.3016,0.059372,-0.41842
530,0.32501,0.3016,-0.027755,-0.16441
531,-0.064751,0.3016,-0.15842,0.34287
532,-0.25991,0.3016,-0.35443,0.59688
533,-0.064751,0.3016,-0.48511,0.34287
534,-0.064751,0.3016,-0.61579,0.34287
535,0.52018,0.3016,-0.59399,-0.41842
536,0.13013,0.3016,-0.61579,0.08923
537,0.71506,0.3016,-0.48511,-0.67206
538,0.91022,0.3016,-0.35443,-0.92607
539,0.52018,0.33869,-0.31087,-0.38662
540,0.32501,0.33869,-0.2891,-0.13262
541,0.13013,0.33869,-0.31087,0.12103
542,-0.064751,0.33869,-0.39798,0.37467
543,0.32501,0.33869,-0.39798,-0.13262
544,0.91022,0.33869,-0.24554,-0.89428
545,0.71506,0.33869,-0.071309,-0.64027
546,0.91022,0.33869,0.19005,-0.89428
547,0.91022,0.33869,0.42962,-0.89428
548,0.52018,0.33869,0.56028,-0.38662
549,0.32501,0.33869,0.60385,-0.13262
550,-0.064751,0.33869,0.47317,0.37467
551,-0.064751,0.33869,0.32071,0.37467
552,-0.064751,0.33869,0.14648,0.37467
553,0.13013,0.33869,0.037595,0.12103
554,0.13013,0.33869,-0.027755,0.12103
555,0.52018,0.33869,0.015818,-0.38662
556,0.32501,0.33869,0.015818,-0.13262
557,-0.25991,0.33869,-0.093085,0.62868
558,0.13013,0.33869,-0.093085,0.12103
559,-0.064751,0.33869,-0.22377,0.37467
560,0.32501,0.33869,-0.24554,-0.13262
561,0.32501,0.33869,-0.26732,-0.13262
562,0.32501,0.33869,-0.24554,-0.13262
563,0.71506,0.33869,-0.093085,-0.64027
564,0.52018,0.33869,0.037595,-0.38662
565,0.52018,0.33869,0.10293,-0.38662
566,0.32501,0.33869,0.14648,-0.13262
567,0.13013,0.37535,0.10293,0.15246
568,0.13013,0.37535,0.015818,0.15246
